EpidateDT,CaseCNT,RollingNBR,CumulativeCNT,UpdateDT,ReportDT
2022-08-06,380,459.1428571,13232,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-08-07,343,457.1428571,13575,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-08-08,517,441.1428571,14092,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-08-09,415,432.7142857,14507,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-08-10,458,433.4285714,14965,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-08-11,404,429.1428571,15369,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-08-12,411,418.2857143,15780,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-08-13,349,413.8571429,16129,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-08-14,315,409.8571429,16444,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-08-15,485,405.2857143,16929,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-08-16,324,392.2857143,17253,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-08-17,329,373.8571429,17582,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-08-18,396,372.7142857,17978,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-08-19,407,372.1428571,18385,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-08-20,333,369.8571429,18718,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-08-21,271,363.5714286,18989,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-08-22,362,346,19351,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-08-23,362,351.4285714,19713,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-08-24,306,348.1428571,20019,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-08-25,316,336.7142857,20335,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-08-26,322,324.5714286,20657,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-08-27,236,310.7142857,20893,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-08-28,234,305.4285714,21127,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-08-29,314,298.5714286,21441,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-08-30,271,285.5714286,21712,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-08-31,228,274.4285714,21940,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-01,343,278.2857143,22283,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-02,284,272.8571429,22567,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-03,195,267,22762,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-04,160,256.4285714,22922,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-05,235,245.1428571,23157,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-06,277,246,23434,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-07,240,247.7142857,23674,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-08,235,232.2857143,23909,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-09,208,221.4285714,24117,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-10,170,217.8571429,24287,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-11,107,210.2857143,24394,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-12,241,211.1428571,24635,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-13,192,199,24827,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-14,181,190.5714286,25008,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-15,184,183.2857143,25192,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-16,176,178.7142857,25368,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-17,135,173.7142857,25503,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-18,119,175.4285714,25622,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-19,134,160.1428571,25756,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-20,169,156.8571429,25925,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-21,136,150.4285714,26061,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-22,148,145.2857143,26209,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-23,125,138,26334,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-24,81,130.2857143,26415,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-25,84,125.2857143,26499,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-26,144,126.7142857,26643,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-27,106,117.7142857,26749,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-28,99,112.4285714,26848,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-29,111,107.1428571,26959,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-09-30,108,104.7142857,27067,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-01,85,105.2857143,27152,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-02,69,103.1428571,27221,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-03,93,95.85714286,27314,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-04,83,92.57142857,27397,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-05,87,90.85714286,27484,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-06,109,90.57142857,27593,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-07,88,87.71428571,27681,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-08,53,83.14285714,27734,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-09,70,83.28571429,27804,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-10,84,82,27888,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-11,73,80.57142857,27961,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-12,67,77.71428571,28028,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-13,69,72,28097,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-14,67,69,28164,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-15,48,68.28571429,28212,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-16,44,64.57142857,28256,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-17,63,61.57142857,28319,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-18,53,58.71428571,28372,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-19,43,55.28571429,28415,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-20,63,54.42857143,28478,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-21,54,52.57142857,28532,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-22,36,50.85714286,28568,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-23,26,48.28571429,28594,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-24,54,47,28648,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-25,41,45.28571429,28689,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-26,53,46.71428571,28742,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-27,52,45.14285714,28794,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-28,42,43.42857143,28836,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-29,26,42,28862,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-30,24,41.71428571,28886,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-10-31,47,40.71428571,28933,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-01,39,40.42857143,28972,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-02,39,38.42857143,29011,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-03,39,36.57142857,29050,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-04,34,35.42857143,29084,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-05,31,36.14285714,29115,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-06,29,36.85714286,29144,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-07,41,36,29185,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-08,28,34.42857143,29213,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-09,33,33.57142857,29246,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-10,26,31.71428571,29272,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-11,27,30.71428571,29299,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-12,17,28.71428571,29316,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-13,22,27.71428571,29338,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-14,41,27.71428571,29379,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-15,19,26.42857143,29398,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-16,23,25,29421,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-17,13,23.14285714,29434,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-18,28,23.28571429,29462,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-19,17,23.28571429,29479,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-20,17,22.57142857,29496,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-21,24,20.14285714,29520,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-22,18,20,29538,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-23,21,19.71428571,29559,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-24,19,20.57142857,29578,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-25,14,18.57142857,29592,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-26,15,18.28571429,29607,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-27,8,17,29615,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-28,24,17,29639,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-29,17,16.85714286,29656,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-11-30,16,16.14285714,29672,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-01,22,16.57142857,29694,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-02,15,16.71428571,29709,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-03,8,15.71428571,29717,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-04,8,15.71428571,29725,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-05,23,15.57142857,29748,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-06,10,14.57142857,29758,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-07,12,14,29770,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-08,18,13.42857143,29788,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-09,9,12.57142857,29797,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-10,11,13,29808,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-11,7,12.85714286,29815,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-12,15,11.71428571,29830,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-13,9,11.57142857,29839,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-14,15,12,29854,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-15,15,11.57142857,29869,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-16,16,12.57142857,29885,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-17,6,11.85714286,29891,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-18,8,12,29899,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-19,12,11.57142857,29911,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-20,11,11.85714286,29922,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-21,2,10,29924,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-22,8,9,29932,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-23,10,8.142857143,29942,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-24,4,7.857142857,29946,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-25,7,7.714285714,29953,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-26,8,7.142857143,29961,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-27,4,6.142857143,29965,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-28,4,6.428571429,29969,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-29,3,5.714285714,29972,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-30,8,5.428571429,29980,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2022-12-31,6,5.714285714,29986,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2023-01-01,10,6.142857143,29996,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2023-01-02,3,5.428571429,29999,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2023-01-03,10,6.285714286,30009,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2023-01-04,2,6,30011,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2023-01-05,9,6.857142857,30020,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2023-01-06,5,6.428571429,30025,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2023-01-07,5,6.285714286,30030,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2023-01-08,5,5.571428571,30035,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2023-01-09,6,6,30041,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2023-01-10,8,5.714285714,30049,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2023-01-11,7,6.428571429,30056,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
2023-01-12,9,6.428571429,30065,Data as Reported to CDC as of 15 Feb 2023 2:00 PM EDT,2023-02-17
