EpidateDT,CaseCNT,RollingNBR,CumulativeCNT,UpdateDT,ReportDT
2022-08-04,457,432.5714286,11041,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-08-05,486,437.1428571,11527,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-08-06,328,439.5714286,11855,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-08-07,256,439.2857143,12111,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-08-08,566,439,12677,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-08-09,466,434.2857143,13143,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-08-10,514,439,13657,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-08-11,424,434.2857143,14081,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-08-12,439,427.5714286,14520,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-08-13,297,423.1428571,14817,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-08-14,252,422.5714286,15069,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-08-15,563,422.1428571,15632,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-08-16,391,411.4285714,16023,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-08-17,371,391,16394,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-08-18,441,393.4285714,16835,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-08-19,432,392.4285714,17267,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-08-20,259,387,17526,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-08-21,191,378.2857143,17717,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-08-22,429,359.1428571,18146,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-08-23,412,362.1428571,18558,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-08-24,325,355.5714286,18883,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-08-25,366,344.8571429,19249,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-08-26,357,334.1428571,19606,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-08-27,157,319.5714286,19763,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-08-28,160,315.1428571,19923,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-08-29,404,311.5714286,20327,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-08-30,324,299,20651,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-08-31,279,292.4285714,20930,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-01,415,299.4285714,21345,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-02,326,295,21671,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-03,147,293.5714286,21818,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-04,119,287.7142857,21937,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-05,161,253,22098,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-06,432,268.4285714,22530,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-07,222,260.2857143,22752,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-08,245,236,22997,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-09,249,225,23246,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-10,108,219.4285714,23354,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-11,86,214.7142857,23440,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-12,189,218.7142857,23629,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-13,238,191,23867,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-14,176,184.4285714,24043,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-15,161,172.4285714,24204,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-16,187,163.5714286,24391,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-17,99,162.2857143,24490,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-18,85,162.1428571,24575,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-19,296,177.4285714,24871,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-20,180,169.1428571,25051,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-21,224,176,25275,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-22,147,174,25422,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-23,159,170,25581,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-24,64,165,25645,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-25,51,160.1428571,25696,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-26,179,143.4285714,25875,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-27,136,137.1428571,26011,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-28,157,127.5714286,26168,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-29,117,123.2857143,26285,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-09-30,107,115.8571429,26392,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-10-01,51,114,26443,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-10-02,35,111.7142857,26478,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-10-03,124,103.8571429,26602,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-10-04,101,98.85714286,26703,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-10-05,91,89.42857143,26794,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-10-06,96,86.42857143,26890,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-10-07,101,85.57142857,26991,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-10-08,24,81.71428571,27015,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-10-09,19,79.42857143,27034,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-10-10,38,67.14285714,27072,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-10-11,127,70.85714286,27199,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-10-12,95,71.42857143,27294,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-10-13,85,69.85714286,27379,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-10-14,74,66,27453,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-10-15,19,65.28571429,27472,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-10-16,7,63.57142857,27479,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-10-17,86,70.42857143,27565,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-10-18,32,56.85714286,27597,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
2022-10-19,35,48.28571429,27632,Data as Reported to CDC as of 19 Oct 2022 2:00 PM EDT,2022-10-19
