EpidateDT,CaseCNT,RollingNBR,CumulativeCNT,UpdateDT,ReportDT
2022-08-22,429,359.5714286,18257,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-08-23,418,366.1428571,18675,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-08-24,322,360.2857143,18997,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-08-25,356,349.4285714,19353,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-08-26,366,339.8571429,19719,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-08-27,173,323.7142857,19892,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-08-28,173,319.5714286,20065,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-08-29,401,315.5714286,20466,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-08-30,323,302,20789,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-08-31,279,295.8571429,21068,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-01,353,295.4285714,21421,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-02,326,289.7142857,21747,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-03,153,286.8571429,21900,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-04,121,279.4285714,22021,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-05,172,246.7142857,22193,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-06,423,261,22616,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-07,236,254.8571429,22852,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-08,254,240.7142857,23106,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-09,256,230.7142857,23362,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-10,117,225.5714286,23479,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-11,91,221.2857143,23570,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-12,198,225,23768,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-13,239,198.7142857,24007,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-14,173,189.7142857,24180,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-15,183,179.5714286,24363,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-16,198,171.2857143,24561,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-17,108,170,24669,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-18,93,170.2857143,24762,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-19,293,183.8571429,25055,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-20,181,175.5714286,25236,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-21,148,172,25384,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-22,159,168.5714286,25543,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-23,170,164.5714286,25713,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-24,79,160.4285714,25792,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-25,58,155.4285714,25850,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-26,178,139,26028,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-27,146,134,26174,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-28,122,130.2857143,26296,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-29,122,125,26418,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-09-30,113,116.8571429,26531,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-01,66,115,26597,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-02,39,112.2857143,26636,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-03,133,105.8571429,26769,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-04,113,101.1428571,26882,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-05,85,95.85714286,26967,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-06,114,94.71428571,27081,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-07,111,94.42857143,27192,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-08,39,90.57142857,27231,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-09,30,89.28571429,27261,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-10,61,79,27322,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-11,139,82.71428571,27461,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-12,93,83.85714286,27554,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-13,74,78.14285714,27628,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-14,91,75.28571429,27719,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-15,29,73.85714286,27748,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-16,26,73.28571429,27774,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-17,106,79.71428571,27880,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-18,49,66.85714286,27929,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-19,83,65.42857143,28012,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-20,72,65.14285714,28084,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-21,47,58.85714286,28131,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-22,31,59.14285714,28162,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-23,12,57.14285714,28174,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-24,72,52.28571429,28246,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-25,45,51.71428571,28291,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-26,50,47,28341,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-27,67,46.28571429,28408,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-28,51,46.85714286,28459,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-29,14,44.42857143,28473,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-30,12,44.42857143,28485,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-10-31,42,40.14285714,28527,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-11-01,32,38.28571429,28559,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-11-02,32,35.71428571,28591,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-11-03,52,33.57142857,28643,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-11-04,27,30.14285714,28670,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-11-05,7,29.14285714,28677,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-11-06,6,28.28571429,28683,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-11-07,35,27.28571429,28718,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-11-08,9,24,28727,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
2022-11-09,25,23,28752,Data as Reported to CDC as of 09 Nov 2022 2:00 PM EDT,2022-11-09
